user_id,session_id,timestamp,date,hour,day_of_week,is_weekend,is_holiday,game_type,sport_type,country,device_type,payment_method,user_age,account_age_days,vip_tier,campaign_type,bet_amount,win_amount,net_result,session_length_minutes,games_played,bonus_used,deposit_amount,withdrawal_amount,previous_session_gap_hours,lifetime_deposits,lifetime_bets,avg_bet_size,is_first_session,redeposit,first_session_won
user_000491,sess_00002680,2024-08-09 23:31:41.881936+00:00,2024-08-09,23,4,0,0,poker,,IT,mobile,e_wallet,,19,bronze,none,66.33,0.0,-66.33,105,35,0,,,,0.0,35,66.33,True,1,False
user_000492,sess_00000294,2024-08-07 02:52:52.051056+00:00,2024-08-07,2,2,0,1,casino_slots,,BR,mobile,credit_card,62.0,18,bronze,cashback,39.1,59.23,20.13,20,6,0,,,,0.0,6,39.1,True,1,True
user_000493,sess_00001110,2023-11-12 09:58:19.561455+00:00,2023-11-12,9,6,1,0,live_dealer,,BR,mobile,crypto,45.0,28,bronze,free_spins,12.66,0.0,-12.66,74,24,0,,,,0.0,24,12.66,True,1,False
user_000494,sess_00003101,2023-12-13 13:19:44.443680+00:00,2023-12-13,13,2,0,0,poker,,FR,tablet,bank_transfer,34.0,12,,cashback,90.22,0.0,-90.22,123,41,0,,,,0.0,41,90.22,True,1,False
user_000495,sess_00001120,2024-08-12 16:49:31.019744+00:00,2024-08-12,16,0,0,0,live_dealer,,FR,desktop,crypto,63.0,7,bronze,welcome_bonus,48.78,81.28,32.5,41,13,0,,,,0.0,13,48.78,True,1,True
user_000496,sess_00002802,2024-02-15 10:25:29.427875+00:00,2024-02-15,10,3,0,0,blackjack,,UK,mobile,e_wallet,51.0,1,bronze,none,17.42,48.83,31.41,88,29,0,138.06,,,138.06,29,17.42,True,1,True
user_000497,sess_00001150,2024-06-10 04:00:15.331428+00:00,2024-06-10,4,0,0,1,sports_betting,baseball,AU,mobile,bank_transfer,32.0,15,bronze,none,22.87,34.82,11.95,42,14,0,337.46,,,337.46,14,22.87,True,1,True
user_000501,sess_00000722,2023-12-17 13:34:24.827613+00:00,2023-12-17,13,6,1,0,casino_slots,,CA,mobile,crypto,56.0,11,bronze,welcome_bonus,43.88,105.43,61.55,87,29,1,,,,0.0,29,43.88,True,1,True
user_000502,sess_00000520,2023-12-22 20:04:58.141107+00:00,2023-12-22,20,4,0,0,live_dealer,,MX,tablet,credit_card,67.0,25,bronze,free_spins,19.36,54.2,34.84,15,5,1,,,,0.0,5,19.36,True,1,True
user_000505,sess_00001428,2024-02-25 23:11:19.543660+00:00,2024-02-25,23,6,1,0,blackjack,,ES,mobile,bank_transfer,37.0,20,bronze,cashback,80.04,0.0,-80.04,44,14,0,377.58,,,377.58,14,80.04,True,1,False
user_000506,sess_00000300,2024-08-07 12:36:16.577322+00:00,2024-08-07,12,2,0,1,poker,,ES,tablet,,39.0,7,bronze,cashback,65.78,138.33,72.55,33,11,1,,,,0.0,11,65.78,True,1,True
user_000508,sess_00001749,2024-02-10 15:48:30.710642+00:00,2024-02-10,15,5,1,0,sports_betting,basketball,MX,desktop,e_wallet,34.0,5,bronze,free_spins,13.98,25.62,11.64,51,17,0,,,,0.0,17,13.98,True,1,True
user_000509,sess_00001518,2024-11-24 02:06:49.781725+00:00,2024-11-24,2,6,1,0,sports_betting,basketball,MX,tablet,crypto,45.0,17,bronze,reload_bonus,39.41,90.8,51.39,80,26,0,,,,0.0,26,39.41,True,1,True
user_000510,sess_00001422,2024-05-27 01:18:44.244966+00:00,2024-05-27,1,0,0,0,roulette,,AU,mobile,debit_card,35.0,0,bronze,free_spins,18.91,0.0,-18.91,11,3,0,,,,0.0,3,18.91,True,1,False
user_000511,sess_00000135,2024-08-25 04:30:10.928254+00:00,2024-08-25,4,6,1,0,sports_betting,golf,MX,desktop,credit_card,48.0,19,bronze,welcome_bonus,23.09,27.47,4.38,29,9,0,,727.2,,0.0,9,23.09,True,0,True
user_000513,sess_00001141,2024-07-06 05:22:15.351483+00:00,2024-07-06,5,5,1,0,poker,,CA,mobile,debit_card,42.0,15,bronze,free_spins,26.72,0.0,-26.72,8,2,0,,,,0.0,2,26.72,True,1,False
user_000514,sess_00005412,2024-11-06 00:01:09.227317+00:00,2024-11-06,0,2,0,0,,,UK,mobile,bank_transfer,34.0,9,bronze,free_spins,106.37,0.0,-106.37,77,25,0,,,,0.0,25,106.37,True,0,False
user_000515,sess_00000809,2024-11-01 21:30:24.346111+00:00,2024-11-01,21,4,0,0,blackjack,,BR,desktop,debit_card,38.0,29,bronze,reload_bonus,52.67,134.16,81.49,135,45,0,,,,0.0,45,52.67,True,1,True
user_000516,sess_00000884,2024-10-10 21:20:48.175613+00:00,2024-10-10,21,3,0,0,live_dealer,,BR,mobile,debit_card,54.0,6,bronze,free_spins,15.7,0.0,-15.7,33,11,1,,,,0.0,11,15.7,True,1,False
user_000517,sess_00000166,2023-09-26 14:26:05.537550+00:00,2023-09-26,14,1,0,0,blackjack,,AU,mobile,bank_transfer,51.0,3,bronze,cashback,17.24,0.0,-17.24,22,7,0,,,,0.0,7,17.24,True,1,False
user_000518,sess_00001566,2024-03-09 03:00:28.105190+00:00,2024-03-09,3,5,1,0,live_dealer,,AU,mobile,crypto,33.0,28,bronze,free_spins,24.38,29.89,5.51,24,8,1,,,,0.0,8,24.38,True,1,True
user_000519,sess_00000609,2024-08-19 19:25:10.678202+00:00,2024-08-19,19,0,0,0,live_dealer,,FR,tablet,debit_card,46.0,17,bronze,reload_bonus,13.74,25.17,11.43,21,7,0,306.0,,,306.0,7,13.74,True,1,True
user_000521,sess_00001282,2024-02-08 12:08:36.797831+00:00,2024-02-08,12,3,0,0,casino_slots,,DE,desktop,bank_transfer,24.0,18,bronze,none,19.25,0.0,-19.25,39,13,0,,,,0.0,13,19.25,True,1,False
user_000522,sess_00001896,2024-04-25 06:30:26.775441+00:00,2024-04-25,6,3,0,0,live_dealer,,FR,mobile,bank_transfer,,14,bronze,cashback,66.23,167.55,101.32,134,44,0,,,,0.0,44,66.23,True,1,True
user_000523,sess_00000159,2023-09-16 08:26:47.904065+00:00,2023-09-16,8,5,1,0,roulette,,AU,mobile,e_wallet,,16,bronze,welcome_bonus,14.55,0.0,-14.55,19,6,1,,,,0.0,6,14.55,True,1,False
user_000524,sess_00000325,2024-10-11 01:48:04.606281+00:00,2024-10-11,1,4,0,0,poker,,AU,mobile,credit_card,51.0,8,bronze,cashback,22.48,40.76,18.28,59,19,0,,,,0.0,19,22.48,True,1,True
user_000525,sess_00000889,2024-12-19 17:44:40.456533+00:00,2024-12-19,17,3,0,1,blackjack,,FR,tablet,debit_card,35.0,7,bronze,none,178.38,0.0,-178.38,112,37,0,,,,0.0,37,178.38,True,0,False
user_000526,sess_00002071,2024-11-22 12:45:59.397181+00:00,2024-11-22,12,4,0,0,live_dealer,,AU,desktop,crypto,23.0,27,bronze,welcome_bonus,13.28,0.0,-13.28,94,31,0,296.37,,,296.37,31,13.28,True,1,False
user_000527,sess_00001032,2023-09-07 01:20:04.679113+00:00,2023-09-07,1,3,0,1,live_dealer,,UK,desktop,debit_card,25.0,6,bronze,reload_bonus,92.0,0.0,-92.0,38,12,0,67.69,,,67.69,12,92.0,True,1,False
user_000528,sess_00000321,2024-09-29 06:33:37.814672+00:00,2024-09-29,6,6,1,0,casino_slots,,MX,desktop,,45.0,24,bronze,none,31.72,0.0,-31.72,29,9,0,,,,0.0,9,31.72,True,1,False
user_000529,sess_00000064,2024-06-21 01:05:22.900084+00:00,2024-06-21,1,4,0,0,roulette,,DE,tablet,bank_transfer,48.0,9,bronze,reload_bonus,46.9,0.0,-46.9,7,2,1,,,,0.0,2,46.9,True,1,False
user_000530,sess_00000618,2024-07-07 05:26:15.283679+00:00,2024-07-07,5,6,1,0,blackjack,,FR,tablet,credit_card,34.0,21,bronze,reload_bonus,45.53,87.94,42.41,16,5,0,,,,0.0,5,45.53,True,1,True
user_000532,sess_00000100,2024-12-01 20:15:33.828458+00:00,2024-12-01,20,6,1,0,live_dealer,,DE,mobile,debit_card,25.0,8,bronze,free_spins,19.71,57.81,38.1,84,28,0,,,,0.0,28,19.71,True,1,True
user_000533,sess_00002209,2024-07-26 15:53:17.739473+00:00,2024-07-26,15,4,0,0,poker,,FR,mobile,debit_card,44.0,10,bronze,free_spins,106.76,127.84,21.08,124,41,0,,,,0.0,41,106.76,True,1,True
user_000534,sess_00005632,2024-12-06 09:53:40.197284+00:00,2024-12-06,9,4,0,0,roulette,,DE,tablet,debit_card,,11,bronze,reload_bonus,65.16,0.0,-65.16,57,19,0,,,,0.0,19,65.16,True,0,False
user_000537,sess_00000767,2024-11-13 04:51:34.374649+00:00,2024-11-13,4,2,0,0,roulette,,FR,desktop,e_wallet,34.0,13,bronze,welcome_bonus,55.43,137.73,82.3,10,3,0,453.96,,,453.96,3,55.43,True,1,True
user_000540,sess_00000582,2023-11-05 19:03:03.586934+00:00,2023-11-05,19,6,1,0,poker,,ES,desktop,bank_transfer,38.0,20,bronze,none,59.79,121.73,61.94,46,15,0,,,,0.0,15,59.79,True,1,True
user_000541,sess_00001036,2023-08-23 10:11:22.694250+00:00,2023-08-23,10,2,0,0,live_dealer,,DE,mobile,bank_transfer,55.0,26,bronze,reload_bonus,23.73,0.0,-23.73,124,41,0,,,,0.0,41,23.73,True,1,False
user_000542,sess_00000057,2024-02-29 17:33:13.934677+00:00,2024-02-29,17,3,0,0,casino_slots,,MX,desktop,e_wallet,31.0,23,,cashback,11.79,0.0,-11.79,73,24,0,157.66,,,157.66,24,11.79,True,1,False
user_000543,sess_00000892,2024-12-20 23:28:59.937988+00:00,2024-12-20,23,4,0,1,roulette,,UK,tablet,bank_transfer,,0,,cashback,35.46,92.56,57.1,103,34,1,134.67,,,134.67,34,35.46,True,1,True
user_000545,sess_00001171,2023-11-13 06:06:06.669890+00:00,2023-11-13,6,0,0,0,blackjack,,IT,desktop,credit_card,18.0,22,bronze,free_spins,90.87,0.0,-90.87,47,15,0,,,,0.0,15,90.87,True,1,False
user_000546,sess_00001409,2024-04-13 07:44:26.191401+00:00,2024-04-13,7,5,1,0,blackjack,,IT,tablet,bank_transfer,35.0,11,bronze,free_spins,20.37,0.0,-20.37,23,7,1,,,,0.0,7,,True,1,False
user_000547,sess_00002041,2023-12-12 18:06:00.789218+00:00,2023-12-12,18,1,0,0,casino_slots,,CA,mobile,crypto,51.0,16,bronze,free_spins,86.6,210.52,123.92,176,58,0,,,,0.0,58,86.6,True,1,True
user_000548,sess_00000560,2024-08-19 08:09:01.467157+00:00,2024-08-19,8,0,0,0,casino_slots,,DE,mobile,crypto,42.0,16,bronze,free_spins,49.8,0.0,-49.8,52,17,1,,,,0.0,17,49.8,True,1,False
user_000550,sess_00000094,2024-10-13 18:31:48.462273+00:00,2024-10-13,18,6,1,0,live_dealer,,IT,mobile,e_wallet,37.0,23,bronze,reload_bonus,129.12,0.0,-129.12,43,14,0,,,,0.0,14,129.12,True,1,False
user_000551,sess_00002989,2024-01-23 22:06:53.496557+00:00,2024-01-23,22,1,0,0,,football,ES,mobile,credit_card,46.0,27,bronze,none,24.74,70.73,45.99,61,20,0,,,,0.0,20,24.74,True,1,True
user_000552,sess_00000259,2023-11-15 06:29:07.253023+00:00,2023-11-15,6,2,0,0,roulette,,ES,desktop,e_wallet,43.0,23,bronze,cashback,36.52,0.0,-36.52,55,18,0,,,,0.0,18,36.52,True,1,False
user_000553,sess_00000480,2024-06-16 18:55:23.719761+00:00,2024-06-16,18,6,1,0,live_dealer,,DE,tablet,credit_card,59.0,20,bronze,none,15.53,0.0,-15.53,57,19,1,170.44,,,170.44,19,15.53,True,1,False
user_000554,sess_00001315,2024-03-25 19:01:12.912085+00:00,2024-03-25,19,0,0,1,sports_betting,golf,MX,mobile,crypto,48.0,18,bronze,cashback,50.67,122.26,71.59,60,20,1,,,,0.0,20,50.67,True,1,True
user_000556,sess_00001689,2024-03-20 23:20:15.626467+00:00,2024-03-20,23,2,0,0,casino_slots,,DE,desktop,e_wallet,40.0,20,bronze,none,31.14,0.0,-31.14,62,20,0,,,,0.0,20,31.14,True,1,False
user_000557,sess_00000027,2024-10-26 10:37:42.323315+00:00,2024-10-26,10,5,1,0,sports_betting,golf,US,desktop,crypto,39.0,1,bronze,reload_bonus,11.14,0.0,-11.14,73,24,0,,,,0.0,24,11.14,True,1,False
user_000560,sess_00001027,2024-02-07 12:16:29.826059+00:00,2024-02-07,12,2,0,0,,,US,mobile,debit_card,,29,bronze,free_spins,65.68,175.83,110.15,87,29,0,438.54,,,438.54,29,65.68,True,1,True
user_000565,sess_00000293,2023-08-20 01:48:22.634080+00:00,2023-08-20,1,6,1,0,blackjack,,US,tablet,credit_card,59.0,1,bronze,none,34.24,0.0,-34.24,64,21,0,255.19,,,255.19,21,34.24,True,1,False
user_000566,sess_00000378,2023-08-22 17:32:56.982282+00:00,2023-08-22,17,1,0,0,poker,,BR,tablet,e_wallet,40.0,12,bronze,none,34.78,0.0,-34.78,37,12,1,185.99,,,185.99,12,34.78,True,1,False
user_000568,sess_00000848,2024-07-29 16:45:37.377102+00:00,2024-07-29,16,0,0,0,poker,,BR,desktop,crypto,32.0,28,bronze,free_spins,26.7,0.0,-26.7,86,28,0,,,,0.0,28,26.7,True,1,False
user_000569,sess_00002130,2023-10-11 08:58:51.686788+00:00,2023-10-11,8,2,0,0,roulette,,UK,mobile,bank_transfer,22.0,22,bronze,welcome_bonus,16.01,0.0,-16.01,61,20,0,,,,0.0,20,16.01,True,1,False
user_000570,sess_00000394,2024-06-25 03:27:34.546004+00:00,2024-06-25,3,1,0,0,live_dealer,,FR,desktop,credit_card,40.0,25,bronze,cashback,65.78,123.03,57.25,207,69,0,135.74,,,135.74,69,65.78,True,1,True
user_000572,sess_00001349,2024-11-27 11:50:05.055528+00:00,2024-11-27,11,2,0,0,live_dealer,,MX,desktop,credit_card,65.0,23,bronze,free_spins,23.83,0.0,-23.83,266,88,0,,,,0.0,88,23.83,True,0,False
user_000573,sess_00001571,2024-04-24 11:44:27.218212+00:00,2024-04-24,11,2,0,0,sports_betting,golf,UK,desktop,crypto,48.0,23,bronze,none,17.04,0.0,-17.04,208,69,0,301.96,,,301.96,69,17.04,True,1,False
user_000574,sess_00001312,2024-10-30 06:30:34.670724+00:00,2024-10-30,6,2,0,0,poker,,MX,tablet,credit_card,42.0,5,bronze,welcome_bonus,29.63,0.0,-29.63,45,15,0,,,,0.0,15,29.63,True,1,False
user_000575,sess_00000825,2024-12-11 19:15:11.383043+00:00,2024-12-11,19,2,0,0,casino_slots,,UK,mobile,e_wallet,54.0,12,bronze,reload_bonus,42.32,0.0,-42.32,7,2,0,,,,0.0,2,42.32,True,1,False
user_000576,sess_00003036,2024-06-07 07:34:11.900411+00:00,2024-06-07,7,4,0,0,casino_slots,,BR,desktop,bank_transfer,18.0,13,bronze,free_spins,36.82,76.58,39.76,59,19,0,,,,0.0,19,36.82,True,1,True
user_000578,sess_00001356,2024-01-15 14:49:29.456187+00:00,2024-01-15,14,0,0,1,roulette,,FR,tablet,bank_transfer,54.0,7,bronze,none,126.6,334.64,208.04,32,10,1,,,,0.0,10,126.6,True,1,True
user_000579,sess_00002648,2024-01-24 03:49:18.067074+00:00,2024-01-24,3,2,0,0,sports_betting,soccer,MX,mobile,e_wallet,27.0,11,bronze,cashback,74.11,206.98,132.87,28,9,0,163.31,,,163.31,9,74.11,True,1,True
user_000584,sess_00001522,2023-09-03 10:42:51.985872+00:00,2023-09-03,10,6,1,0,blackjack,,IT,desktop,e_wallet,72.0,16,bronze,free_spins,37.93,0.0,-37.93,55,18,0,,,,0.0,18,37.93,True,1,False
user_000586,sess_00004339,2023-10-08 09:20:08.302831+00:00,2023-10-08,9,6,1,0,poker,,AU,desktop,bank_transfer,47.0,13,bronze,reload_bonus,51.71,0.0,-51.71,109,36,1,,,,0.0,36,51.71,True,1,False
user_000587,sess_00002226,2024-01-20 18:13:45.509102+00:00,2024-01-20,18,5,1,1,blackjack,,BR,tablet,credit_card,39.0,28,bronze,none,303.31,0.0,-303.31,18,6,0,,,,0.0,6,303.31,True,1,False
user_000588,sess_00004566,2024-01-07 23:55:19.832337+00:00,2024-01-07,23,6,1,0,poker,,MX,mobile,bank_transfer,34.0,26,bronze,free_spins,15.79,39.74,23.95,28,9,1,288.74,,,288.74,9,15.79,True,0,True
user_000590,sess_00000584,2024-01-17 23:03:45.324609+00:00,2024-01-17,23,2,0,0,sports_betting,golf,IT,tablet,crypto,34.0,19,bronze,none,16.95,0.0,-16.95,5,1,1,,,,0.0,1,16.95,True,1,False
user_000592,sess_00000075,2024-08-10 13:56:42.993485+00:00,2024-08-10,13,5,1,0,poker,,FR,desktop,e_wallet,39.0,8,bronze,free_spins,43.13,0.0,-43.13,68,22,0,,,,0.0,22,43.13,True,0,False
user_000593,sess_00001204,2023-10-26 03:02:27.516414+00:00,2023-10-26,3,3,0,0,live_dealer,,IT,tablet,debit_card,50.0,1,bronze,none,10.61,0.0,-10.61,43,14,0,,,,0.0,14,10.61,True,1,False
user_000595,sess_00000786,2023-09-10 19:10:59.161240+00:00,2023-09-10,19,6,1,0,live_dealer,,FR,mobile,e_wallet,57.0,28,,cashback,36.87,0.0,-36.87,50,16,0,,,,0.0,16,36.87,True,1,False
user_000596,sess_00000694,2024-02-21 08:22:28.045302+00:00,2024-02-21,8,2,0,0,blackjack,,BR,desktop,debit_card,38.0,16,bronze,none,26.88,0.0,-26.88,68,22,1,,,,0.0,22,26.88,True,1,False
user_000597,sess_00002103,2023-09-29 11:04:23.740159+00:00,2023-09-29,11,4,0,0,sports_betting,tennis,MX,desktop,debit_card,41.0,15,bronze,none,46.63,0.0,-46.63,41,13,0,298.06,,,298.06,13,46.63,True,1,False
user_000598,sess_00001709,2023-09-28 14:36:11.456744+00:00,2023-09-28,14,3,0,0,casino_slots,,IT,tablet,e_wallet,,5,bronze,none,24.83,0.0,-24.83,21,7,1,319.12,204.88,,319.12,7,24.83,True,1,False
user_000599,sess_00001861,2024-11-30 00:02:19.921571+00:00,2024-11-30,0,5,1,0,,football,ES,tablet,e_wallet,39.0,0,bronze,cashback,107.48,0.0,-107.48,48,16,0,,,,0.0,16,107.48,True,1,False
user_000601,sess_00000223,2024-03-24 11:12:35.843601+00:00,2024-03-24,11,6,1,1,casino_slots,,FR,tablet,e_wallet,54.0,14,bronze,reload_bonus,41.07,0.0,-41.07,93,31,1,,,,0.0,31,41.07,True,1,False
user_000603,sess_00000536,2024-08-28 22:05:45.082607+00:00,2024-08-28,22,2,0,0,casino_slots,,CA,tablet,bank_transfer,55.0,20,bronze,cashback,125.04,0.0,-125.04,135,45,0,96.91,,,96.91,45,125.04,True,0,False
user_000604,sess_00002032,2024-06-21 02:37:41.992356+00:00,2024-06-21,2,4,0,0,casino_slots,,AU,desktop,crypto,61.0,29,bronze,none,12.63,24.42,11.79,109,36,0,,,,0.0,36,12.63,True,1,True
user_000605,sess_00000950,2023-12-14 06:37:43.233838+00:00,2023-12-14,6,3,0,0,sports_betting,golf,CA,tablet,e_wallet,49.0,6,bronze,free_spins,101.26,0.0,-101.26,211,70,0,156.99,,,156.99,70,101.26,True,1,False
user_000607,sess_00000720,2024-09-10 10:03:42.883345+00:00,2024-09-10,10,1,0,0,casino_slots,,CA,tablet,e_wallet,35.0,8,bronze,cashback,21.37,0.0,-21.37,160,53,0,,,,0.0,53,21.37,True,1,False
user_000608,sess_00000303,2024-05-25 00:16:21.203983+00:00,2024-05-25,0,5,1,0,live_dealer,,DE,tablet,e_wallet,30.0,28,bronze,none,30.97,53.89,22.92,33,11,1,,,,0.0,11,30.97,True,1,True
user_000610,sess_00000815,2024-08-05 10:01:16.416653+00:00,2024-08-05,10,0,0,1,poker,,US,tablet,crypto,62.0,14,bronze,none,30.81,42.22,11.41,27,9,0,,,,0.0,9,30.81,True,1,True
user_000611,sess_00002091,2024-04-03 02:37:10.219813+00:00,2024-04-03,2,2,0,0,casino_slots,,ES,tablet,bank_transfer,,26,bronze,free_spins,31.58,0.0,-31.58,124,41,0,,,,0.0,41,31.58,True,1,False
user_000612,sess_00001117,2024-12-21 06:02:02.795241+00:00,2024-12-21,6,5,1,0,casino_slots,,ES,tablet,credit_card,44.0,12,bronze,cashback,78.21,141.07,62.86,52,17,0,456.34,,,456.34,17,78.21,True,0,True
user_000613,sess_00004332,2024-04-06 19:22:40.387272+00:00,2024-04-06,19,5,1,0,roulette,,MX,desktop,bank_transfer,,28,bronze,none,37.91,0.0,-37.91,22,7,0,,,,0.0,7,37.91,True,1,False
user_000614,sess_00000190,2024-09-19 19:52:39.546046+00:00,2024-09-19,19,3,0,1,poker,,ES,desktop,crypto,31.0,13,bronze,none,48.57,0.0,-48.57,41,13,1,,228.44,,0.0,13,48.57,True,1,False
user_000615,sess_00000481,2024-02-16 00:33:20.992507+00:00,2024-02-16,0,4,0,0,roulette,,US,desktop,debit_card,74.0,9,bronze,cashback,17.99,22.0,4.01,22,7,0,,,,0.0,7,17.99,True,0,True
user_000616,sess_00001438,2024-01-10 06:39:02.366224+00:00,2024-01-10,6,2,0,0,live_dealer,,US,tablet,debit_card,46.0,10,bronze,reload_bonus,10.98,0.0,-10.98,201,67,0,,,,0.0,67,10.98,True,1,False
user_000617,sess_00000098,2024-05-01 07:36:05.894220+00:00,2024-05-01,7,2,0,0,live_dealer,,DE,desktop,crypto,46.0,23,,free_spins,12.21,31.3,19.09,58,19,1,,,,0.0,19,12.21,True,1,True
user_000621,sess_00005268,2023-11-20 19:05:56.616094+00:00,2023-11-20,19,0,0,0,blackjack,,BR,tablet,debit_card,35.0,15,bronze,none,39.49,0.0,-39.49,101,33,0,,980.93,,0.0,33,39.49,True,0,False
user_000623,sess_00000340,2023-11-20 11:56:41.946309+00:00,2023-11-20,11,0,0,0,live_dealer,,DE,desktop,credit_card,67.0,29,bronze,free_spins,19.92,0.0,-19.92,73,24,0,370.98,,,370.98,24,19.92,True,1,False
user_000624,sess_00002328,2024-03-18 21:50:22.119427+00:00,2024-03-18,21,0,0,0,live_dealer,,IT,tablet,debit_card,61.0,18,bronze,reload_bonus,89.7,0.0,-89.7,17,5,0,,,,0.0,5,89.7,True,1,False
user_000625,sess_00000204,2024-05-20 19:45:32.501365+00:00,2024-05-20,19,0,0,0,blackjack,,ES,desktop,crypto,64.0,23,bronze,welcome_bonus,18.78,27.17,8.39,50,16,0,,,,0.0,16,18.78,True,1,True
user_000628,sess_00003321,2024-01-22 19:27:11.632105+00:00,2024-01-22,19,0,0,0,live_dealer,,MX,tablet,credit_card,43.0,27,bronze,reload_bonus,41.62,0.0,-41.62,35,11,0,,,,0.0,11,41.62,True,1,False
user_000630,sess_00004047,2024-02-06 12:18:21.339260+00:00,2024-02-06,12,1,0,0,live_dealer,,FR,desktop,credit_card,58.0,5,bronze,cashback,24.81,0.0,-24.81,111,37,0,,,,0.0,37,24.81,True,1,False
user_000632,sess_00000005,2024-01-01 01:33:25.838108+00:00,2024-01-01,1,0,0,0,live_dealer,,BR,mobile,crypto,63.0,18,bronze,free_spins,57.47,0.0,-57.47,43,14,0,,,,0.0,14,,True,1,False
user_000634,sess_00009907,2024-12-27 19:26:46.983404+00:00,2024-12-27,19,4,0,0,live_dealer,,UK,tablet,e_wallet,39.0,4,bronze,free_spins,47.06,0.0,-47.06,32,10,1,,,,0.0,10,47.06,True,0,False
user_000635,sess_00000672,2023-10-26 04:44:04.187614+00:00,2023-10-26,4,3,0,0,sports_betting,soccer,US,tablet,e_wallet,32.0,18,bronze,welcome_bonus,73.83,161.69,87.86,11,3,0,,,,0.0,3,73.83,True,1,True
user_000637,sess_00002490,2024-08-27 06:53:20.110858+00:00,2024-08-27,6,1,0,1,live_dealer,,FR,desktop,bank_transfer,54.0,15,bronze,cashback,76.89,0.0,-76.89,32,10,0,384.4,,,384.4,10,76.89,True,1,False
user_000638,sess_00000910,2024-02-02 12:38:07.398864+00:00,2024-02-02,12,4,0,0,poker,,IT,mobile,credit_card,45.0,11,bronze,none,23.46,61.16,37.7,55,18,0,,,,0.0,18,23.46,True,1,True
user_000639,sess_00004062,2024-01-21 14:16:45.680692+00:00,2024-01-21,14,6,1,0,roulette,,FR,desktop,credit_card,29.0,18,bronze,welcome_bonus,92.78,149.48,56.7,58,19,1,246.57,,,246.57,19,92.78,True,1,True
user_000640,sess_00000380,2024-07-10 13:58:30.469634+00:00,2024-07-10,13,2,0,0,sports_betting,baseball,FR,desktop,bank_transfer,29.0,5,bronze,none,42.52,97.77,55.25,42,14,0,363.63,,,363.63,14,42.52,True,1,True
user_000641,sess_00000277,2023-08-16 17:48:21.760017+00:00,2023-08-16,17,2,0,0,sports_betting,soccer,DE,tablet,credit_card,40.0,15,bronze,cashback,26.51,0.0,-26.51,57,19,0,,802.91,,0.0,19,26.51,True,1,False
user_000642,sess_00005074,2024-12-24 12:42:04.874495+00:00,2024-12-24,12,1,0,0,live_dealer,,DE,tablet,credit_card,65.0,9,bronze,cashback,141.13,279.13,138.0,12,4,1,,,,0.0,4,141.13,True,0,True
user_000644,sess_00003265,2024-08-23 16:13:40.378758+00:00,2024-08-23,16,4,0,0,live_dealer,,DE,tablet,crypto,26.0,0,bronze,welcome_bonus,10.97,17.32,6.35,107,35,0,,,,0.0,35,10.97,True,1,True
user_000645,sess_00000878,2024-05-07 05:26:51.993654+00:00,2024-05-07,5,1,0,0,poker,,US,desktop,e_wallet,42.0,27,bronze,cashback,19.26,52.91,33.65,81,27,1,,,,0.0,27,19.26,True,1,True
user_000646,sess_00000185,2024-08-27 02:54:37.087082+00:00,2024-08-27,2,1,0,0,sports_betting,tennis,UK,desktop,e_wallet,41.0,10,bronze,cashback,13.51,0.0,-13.51,56,18,0,,,,0.0,18,13.51,True,1,False
user_000647,sess_00001144,2024-09-17 18:53:56.692300+00:00,2024-09-17,18,1,0,0,sports_betting,football,AU,desktop,bank_transfer,18.0,19,bronze,none,56.43,0.0,-56.43,61,20,0,,,,0.0,20,56.43,True,1,False
user_000649,sess_00001378,2023-08-17 08:23:54.602457+00:00,2023-08-17,8,3,0,0,casino_slots,,CA,desktop,e_wallet,42.0,14,bronze,cashback,133.31,0.0,-133.31,40,13,0,,,,0.0,13,133.31,True,0,False
user_000651,sess_00001578,2023-12-09 10:39:43.881879+00:00,2023-12-09,10,5,1,0,roulette,,MX,tablet,e_wallet,67.0,13,bronze,free_spins,18.33,0.0,-18.33,28,9,0,329.99,,,329.99,9,18.33,True,1,False
user_000654,sess_00001290,2024-11-26 23:20:50.104665+00:00,2024-11-26,23,1,0,0,live_dealer,,MX,desktop,e_wallet,31.0,25,bronze,welcome_bonus,37.94,61.89,23.95,29,9,0,272.33,,,272.33,9,37.94,True,1,True
user_000656,sess_00000018,2024-03-05 15:59:52.860234+00:00,2024-03-05,15,1,0,0,casino_slots,,CA,desktop,e_wallet,,14,bronze,welcome_bonus,39.79,74.25,34.46,48,16,0,,,,0.0,16,39.79,True,1,True
user_000657,sess_00000762,2024-05-05 21:18:09.968128+00:00,2024-05-05,21,6,1,0,sports_betting,football,BR,tablet,crypto,45.0,28,bronze,welcome_bonus,34.58,52.39,17.81,48,16,0,,,,0.0,16,34.58,True,1,True
user_000658,sess_00000940,2024-12-27 12:22:27.804750+00:00,2024-12-27,12,4,0,0,blackjack,,FR,mobile,bank_transfer,44.0,4,bronze,cashback,19.91,0.0,-19.91,12,4,1,,638.4,,0.0,4,19.91,True,0,False
user_000660,sess_00001986,2024-08-27 20:02:01.422283+00:00,2024-08-27,20,1,0,0,roulette,,IT,mobile,bank_transfer,43.0,3,bronze,none,48.34,0.0,-48.34,23,7,0,,,,0.0,7,48.34,True,1,False
